pair_id,hand_id,style_id,hand_url,style_original_url,style_enhanced_url,hand_path,style_original_path,style_enhanced_path
pair_011,hand_011,style_011,http://p0.meituan.net/pilotimages/e763917e1e5b4a68f33d8075fc1504bf2680556.png,http://p0.meituan.net/pilotimages/b6491d47c001ca175fa04e5243f84aa5896438.png,http://p0.meituan.net/pilotimages/bc153edf655dd6961dc9f8e95ad8cd1e2561531.png,data/raw/images/hands/hand_011.png,data/raw/images/nail_styles_original/style_011_original.png,data/raw/images/nail_styles_enhanced/style_011_enhanced.png
pair_012,hand_012,style_012,http://p0.meituan.net/pilotimages/8a73302ae05d6520b90d50db36d481492489372.png,http://p1.meituan.net/pilotimages/d571f8a5702261542c115c247d210bfd1180529.png,http://p0.meituan.net/pilotimages/43cc4ced977a3dd271f60ee2f05607772681747.png,data/raw/images/hands/hand_012.png,data/raw/images/nail_styles_original/style_012_original.png,data/raw/images/nail_styles_enhanced/style_012_enhanced.png
pair_013,hand_013,style_013,http://p0.meituan.net/pilotimages/badf638f6e3989a31d524b7a8cc4a2332706287.png,http://p0.meituan.net/pilotimages/5fa531643ac8f829d8ab574b4c11e0081087649.png,http://p0.meituan.net/pilotimages/682c173ae3a95d0b838655e8337b30d72213857.png,data/raw/images/hands/hand_013.png,data/raw/images/nail_styles_original/style_013_original.png,data/raw/images/nail_styles_enhanced/style_013_enhanced.png
pair_014,,style_014,,http://p0.meituan.net/pilotimages/b99490b3f4a5e088ffe36c6ae60211941005960.png,http://p1.meituan.net/pilotimages/eecfba4ab276e895b579a79491b2d0211982788.png,,data/raw/images/nail_styles_original/style_014_original.png,data/raw/images/nail_styles_enhanced/style_014_enhanced.png
pair_015,,style_015,,http://p0.meituan.net/pilotimages/5c66d21b6fc2b78c59f3f2e36fc788451052442.png,http://p0.meituan.net/pilotimages/1248ad42d355b98257e5fbcdf90efc552138079.png,,data/raw/images/nail_styles_original/style_015_original.png,data/raw/images/nail_styles_enhanced/style_015_enhanced.png
pair_016,,style_016,,http://p0.meituan.net/pilotimages/81a8b3a96d3dd6ba1c849cc666bf85f51089012.png,http://p0.meituan.net/pilotimages/137aad1f6a36655ae395cf7dc57604642782680.png,,data/raw/images/nail_styles_original/style_016_original.png,data/raw/images/nail_styles_enhanced/style_016_enhanced.png
pair_017,,style_017,,http://p0.meituan.net/pilotimages/ff68ba22d655fd1e0a812f197e406d951137747.png,http://p0.meituan.net/pilotimages/ec437f6291295904c2f894edb8c01cb82131722.png,,data/raw/images/nail_styles_original/style_017_original.png,data/raw/images/nail_styles_enhanced/style_017_enhanced.png
pair_018,,style_018,,http://p1.meituan.net/pilotimages/29c85d420f45062d29890f4ae014b82f960529.png,http://p0.meituan.net/pilotimages/5591229138c4e7e1d183b59be442d9dc2267735.png,,data/raw/images/nail_styles_original/style_018_original.png,data/raw/images/nail_styles_enhanced/style_018_enhanced.png
pair_019,,style_019,,http://p0.meituan.net/pilotimages/b6a8da8cb0d46f30ec2c65b79c3710e91040053.png,http://p0.meituan.net/pilotimages/5fad21e6d38656170bf726ff3973a4501918338.png,,data/raw/images/nail_styles_original/style_019_original.png,data/raw/images/nail_styles_enhanced/style_019_enhanced.png
pair_020,,style_020,,http://p0.meituan.net/pilotimages/7f3d1832f40e03685a0e413e6196efcd1139460.png,http://p1.meituan.net/pilotimages/d5eedc75b0021f79381962fc145b0bc62301165.png,,data/raw/images/nail_styles_original/style_020_original.png,data/raw/images/nail_styles_enhanced/style_020_enhanced.png
pair_021,,style_021,,http://p0.meituan.net/pilotimages/fe1824a01b10a0fee24a8aaa5b1ef1991009918.png,http://p0.meituan.net/pilotimages/f4b69d45af5d3b496adbd9d21e768a8e2195181.png,,data/raw/images/nail_styles_original/style_021_original.png,data/raw/images/nail_styles_enhanced/style_021_enhanced.png
pair_022,,style_022,,http://p0.meituan.net/pilotimages/1e86c987caf89d5b15a226ad097e270b963164.png,http://p0.meituan.net/pilotimages/5b985a1c661ae2e964286178e6c0b0f92258113.png,,data/raw/images/nail_styles_original/style_022_original.png,data/raw/images/nail_styles_enhanced/style_022_enhanced.png
pair_023,,style_023,,http://p0.meituan.net/pilotimages/ec8057452f9520a0ca5cdba3f78f6f80982638.png,http://p1.meituan.net/pilotimages/bf8657d94693fb0fe1da3f7729d5667d2020119.png,,data/raw/images/nail_styles_original/style_023_original.png,data/raw/images/nail_styles_enhanced/style_023_enhanced.png
pair_024,,style_024,,http://p1.meituan.net/pilotimages/1fb5e1b20aea0b0881a4eb5d41bff80b1076304.png,http://p0.meituan.net/pilotimages/e80e1d25e48d7ef5c505b29ee8e331822641412.png,,data/raw/images/nail_styles_original/style_024_original.png,data/raw/images/nail_styles_enhanced/style_024_enhanced.png
pair_025,,style_025,,http://p0.meituan.net/pilotimages/0d9545bd4583f87e8cc3882d15ff84101211916.png,http://p1.meituan.net/pilotimages/73ee568aa09547d8bfc0168113ac9ebc2712329.png,,data/raw/images/nail_styles_original/style_025_original.png,data/raw/images/nail_styles_enhanced/style_025_enhanced.png
